Formas de Pago,Matrícula al día,Becario,Situación laboral,Facultad,Orden de solicitud,Modo de solicitud,Procedencia,Vivienda,Necesidades educativas especiales,Trasladado(a),Género,Crianza Adventista,Estado civil,Titulación de la madre,Titulación del padre,Ocupación de la madre,Ocupación del padre,Promedio ponderado del semestre,Asistencia (%),Desarrollo de Tareas (%),tasa_aprobacion,tasa_evaluacion,carga_aprobada,backlog_eval,backlog_aprob,Deuda,deuda_neta,conflicto_trabajo_estudio,trabajo_ordinal,Edad,¿La distancia y la separación de mi familia para estudiar en la universidad me hacen considerar abandonar mis estudios.?,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?","¿Me siento poco integrado/a con mis compañeros y actividades universitarias, lo que me hace pensar en abandonar?","¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",¿La falta de seguridad dentro o cerca del campus influye en mi intención de abandonar?,¿La retroalimentación tardía o poco clara de los docentes afecta mi continuidad y me hace pensar en abandonar?,¿La carrera/facultad donde estoy matriculado no cumple mis expectativas y me hace pensar en retirarme?,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿Cuento con poco apoyo familiar para continuar mis estudios y eso me hace considerar el abandono?,"¿Me cuesta adaptarme a la cultura y normas institucionales, lo que afecta mi permanencia?","¿No veo una trayectoria profesional clara a partir de mi carrera actual, por lo que consideraría retirarme?",Condición Final,target_deserto
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Técnica,Obreros / trabajadores manuales,Agricultores / ganaderos / pescadores,13.28,75.7,65.7,0.75,1.0,0.75,0,1,80.47,-262.04999999999995,0,0,18,3,1,5,5,5,2,1,5,3,4,4,5,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Tercera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,Sí,Casado,Educación Superior,Secundaria,Empleados administrativos / de oficina,Comerciantes / vendedores,15.79,98.5,71.3,0.75,1.0,0.75,0,1,33.21,-695.6999999999999,0,0,22,1,2,1,4,1,1,5,1,4,5,5,1,4,Graduado,0
Armadas,Sí,No,Medio Tiempo,Teología,Segunda Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,No,Soltero,Educación Superior,Secundaria,Servicios personales y domésticos,Empleados administrativos / de oficina,17.04,88.9,88.8,1.0,0.75,0.75,1,0,1178.68,926.99,3,1,18,5,3,1,3,3,5,2,1,5,5,1,5,3,Graduado,0
Armadas,Sí,Sí,Tiempo completo,Ciencias Empresariales,Tercera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,No,Casado,Técnica,Educación Superior,Ama de casa / labores del hogar,Obreros / trabajadores manuales,9.91,83.2,77.8,0.5,1.0,0.5,0,4,398.69,-161.35999999999996,2,2,25,3,1,4,2,2,5,3,1,2,4,2,5,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Provincia,Familiares,No,No,H,Sí,Soltero,Técnica,Técnica,Servicios personales y domésticos,Empleados administrativos / de oficina,11.46,81.0,82.3,0.6,1.0,0.6,0,2,116.12,-172.38,0,0,17,5,1,2,5,4,5,5,3,4,4,4,1,5,Desertó,1
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso directo,Provincia,Alquila cuarto,No,Sí,M,Sí,Soltero,Secundaria,Secundaria,Comerciantes / vendedores,Comerciantes / vendedores,12.94,74.4,71.7,0.7142857142857143,1.0,0.7142857142857143,0,2,741.21,60.879999999999995,0,0,22,5,1,2,5,4,3,2,1,5,5,5,3,1,Desertó,1
Armadas,Sí,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Ingreso directo,Provincia,Residencia,No,No,H,No,Soltero,Educación Superior,Educación Superior,Otros / no especificado,Militares / policías / fuerzas del orden,8.89,74.0,80.9,0.5,0.8571428571428571,0.42857142857142855,1,3,1770.31,920.41,10,2,17,2,5,3,5,1,2,1,2,4,5,5,4,1,Desertó,1
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Educación Superior,Técnica,Servicios personales y domésticos,Profesionales y técnicos,18.11,100.0,92.0,0.8571428571428571,0.875,0.75,1,1,5095.8,4573.05,5,1,22,5,5,2,5,1,4,5,1,5,3,3,5,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Secundaria,Secundaria,Profesionales y técnicos,Comerciantes / vendedores,15.12,80.8,75.6,0.75,1.0,0.75,0,1,720.1,32.98000000000002,0,0,16,5,2,1,2,3,5,4,2,5,4,4,1,1,Graduado,0
Contado,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,Sí,M,Sí,Soltero,Técnica,Técnica,Otros / no especificado,Comerciantes / vendedores,17.16,81.9,99.5,0.8,0.8333333333333334,0.6666666666666666,1,1,229.69,-1057.6,0,0,28,2,2,1,1,1,5,1,1,5,1,5,1,2,Graduado,0
Otros,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por reingreso,Lima,Alquila cuarto,No,No,M,No,Soltero,Secundaria,Educación Superior,Profesionales y técnicos,Servicios personales y domésticos,12.29,69.8,66.5,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,973.1,842.82,0,0,23,2,1,1,1,2,5,4,5,5,3,4,2,3,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,No,Soltero,Educación Superior,Primaria,Militares / policías / fuerzas del orden,Profesionales y técnicos,15.61,90.6,73.0,0.8,1.0,0.8,0,1,9.69,-1445.09,0,0,22,1,2,1,1,1,1,5,5,4,1,5,1,3,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso por reingreso,Lima,Familiares,No,No,H,No,Soltero,Secundaria,Educación Superior,Comerciantes / vendedores,Comerciantes / vendedores,12.13,74.3,89.7,0.625,1.0,0.625,0,3,523.57,128.40000000000003,0,0,27,3,4,3,5,1,1,3,4,4,3,5,2,2,Graduado,0
Contado,No,No,No Trabaja,Teología,Segunda Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,H,Sí,Casado,Primaria,Técnica,Ama de casa / labores del hogar,Desempleado / sin ocupación,12.96,83.1,100.0,0.625,1.0,0.625,0,3,2589.08,1959.1,0,0,17,3,1,2,5,4,4,1,3,4,1,2,5,5,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Ingreso por convenio o beca especial,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Educación Superior,Educación Superior,Obreros / trabajadores manuales,Profesionales y técnicos,11.17,85.1,60.2,0.5,1.0,0.5,0,2,30.21,-58.77,5,1,18,2,5,5,2,5,5,1,5,5,5,1,2,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Tercera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,Sí,Casado,Técnica,Educación Superior,Ama de casa / labores del hogar,Profesionales y técnicos,15.91,91.0,80.7,0.6666666666666666,0.75,0.5,1,1,595.04,76.19999999999993,0,0,26,1,1,4,1,1,1,5,1,5,2,2,3,1,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,Sí,Soltero,Educación Superior,Sin estudios,Obreros / trabajadores manuales,Profesionales y técnicos,17.34,72.6,100.0,0.75,0.8,0.6,1,1,1128.98,701.1400000000001,0,0,28,5,3,3,1,4,3,1,1,2,2,1,2,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Tercera Opción,Examen de admisión ordinario,Lima,Residencia,No,No,M,No,Soltero,Educación Superior,Secundaria,Servicios personales y domésticos,Comerciantes / vendedores,12.51,84.4,87.7,0.5714285714285714,1.0,0.5714285714285714,0,3,1920.27,1827.29,0,0,18,5,3,5,5,1,1,3,5,2,5,5,1,5,Graduado,0
Armadas,Sí,No,Tiempo completo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Extranjero,Familiares,No,No,H,Sí,Soltero,Secundaria,Técnica,Profesionales y técnicos,Agricultores / ganaderos / pescadores,13.87,88.2,86.3,0.6666666666666666,1.0,0.6666666666666666,0,2,735.41,-147.47000000000003,6,2,17,2,3,1,3,3,2,5,5,1,4,1,5,1,Graduado,0
Contado,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Secundaria,Técnica,Otros / no especificado,Comerciantes / vendedores,7.92,93.1,68.9,0.3333333333333333,0.75,0.25,1,2,169.37,-78.01999999999998,2,2,25,2,1,1,1,3,3,2,3,1,5,1,4,1,Graduado,0
Contado,Sí,No,No Trabaja,Teología,Segunda Opción,Examen de admisión ordinario,Lima,Residencia,No,No,H,Sí,Soltero,Secundaria,Secundaria,Servicios personales y domésticos,Agricultores / ganaderos / pescadores,11.95,83.6,81.1,0.625,1.0,0.625,0,3,1060.12,508.68999999999994,0,0,24,2,1,5,2,3,1,1,4,4,5,2,3,2,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por convenio o beca especial,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Servicios personales y domésticos,Profesionales y técnicos,10.56,98.5,82.7,0.5,1.0,0.5,0,2,839.32,-930.07,0,0,16,1,1,2,4,2,1,1,4,5,3,3,1,4,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,No,Casado,Secundaria,Primaria,Obreros / trabajadores manuales,Desempleado / sin ocupación,15.32,88.3,76.0,0.7142857142857143,0.875,0.625,1,2,258.85,-517.01,5,1,24,1,5,3,3,2,3,3,3,5,3,1,4,5,Graduado,0
Otros,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso directo,Lima,Residencia,No,No,H,Sí,Soltero,Técnica,Técnica,Servicios personales y domésticos,Profesionales y técnicos,15.1,80.4,52.3,0.8,1.0,0.8,0,1,645.76,-211.13,0,0,20,4,1,1,3,2,2,3,2,1,4,5,2,3,Desertó,1
Armadas,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Tercera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,No,Soltero,Educación Superior,Educación Superior,Profesionales y técnicos,Servicios personales y domésticos,12.55,81.8,90.8,0.6,0.8333333333333334,0.5,1,2,2132.23,1746.14,4,2,18,4,2,2,5,4,2,4,5,1,4,5,3,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,M,Sí,Soltero,Educación Superior,Primaria,Servicios personales y domésticos,Agricultores / ganaderos / pescadores,11.01,77.5,76.4,0.5,1.0,0.5,0,2,1815.47,1339.43,2,1,24,3,2,5,5,5,3,3,1,4,5,2,2,5,Graduado,0
Armadas,No,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Secundaria,Secundaria,Obreros / trabajadores manuales,Comerciantes / vendedores,16.18,78.9,78.1,0.8,1.0,0.8,0,1,77.94,-935.28,5,1,22,5,5,3,4,5,2,5,5,2,1,1,4,5,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Ingreso por reingreso,Provincia,Residencia,No,No,H,Sí,Soltero,Técnica,Educación Superior,Profesionales y técnicos,Servicios personales y domésticos,14.26,75.3,63.2,0.75,1.0,0.75,0,2,1780.37,1293.6499999999999,0,0,22,2,5,1,4,4,1,5,1,5,3,3,1,1,Desertó,1
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso por traslado interno,Lima,Residencia,No,No,H,Sí,Soltero,Primaria,Secundaria,Comerciantes / vendedores,Comerciantes / vendedores,15.61,87.6,90.6,0.7142857142857143,1.0,0.7142857142857143,0,2,1442.0,1280.31,0,0,20,5,5,5,4,5,3,2,1,1,2,1,1,4,Graduado,0
Contado,No,Sí,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Provincia,Familiares,No,Sí,M,Sí,Soltero,Secundaria,Técnica,Agricultores / ganaderos / pescadores,Empleados administrativos / de oficina,12.41,90.6,100.0,0.625,1.0,0.625,0,3,336.41,-265.48999999999995,0,0,20,2,3,1,2,1,2,5,1,4,2,5,2,1,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,No,Soltero,Secundaria,Educación Superior,Profesionales y técnicos,Empleados administrativos / de oficina,11.9,79.8,92.7,0.5,1.0,0.5,0,3,916.37,441.83,0,0,20,5,4,2,4,2,1,1,3,2,5,1,5,1,Desertó,1
Otros,Sí,Sí,No Trabaja,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Educación Superior,Educación Superior,Agricultores / ganaderos / pescadores,Comerciantes / vendedores,16.36,77.3,89.2,0.75,0.8,0.6,1,1,488.62,23.060000000000002,0,0,27,5,4,5,5,1,2,4,1,3,5,2,2,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Técnica,Ama de casa / labores del hogar,Servicios personales y domésticos,12.32,97.1,86.4,0.5714285714285714,0.875,0.5,1,3,676.77,427.16999999999996,0,0,22,1,2,1,4,2,3,3,1,3,3,3,1,2,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,H,Sí,Soltero,Técnica,Primaria,Comerciantes / vendedores,Profesionales y técnicos,18.49,66.5,83.9,1.0,1.0,1.0,0,0,5277.34,4741.65,0,0,24,3,4,1,5,1,5,1,2,4,2,5,3,1,Desertó,1
Armadas,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Ingreso por traslado externo,Lima,Familiares,No,Sí,M,Sí,Soltero,Educación Superior,Secundaria,Otros / no especificado,Servicios personales y domésticos,9.49,85.9,60.5,0.5,1.0,0.5,0,3,1597.1,1303.53,10,2,24,3,5,5,1,2,2,4,5,1,1,3,2,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Casado,Secundaria,Educación Superior,Ama de casa / labores del hogar,Profesionales y técnicos,11.92,69.3,66.3,0.75,1.0,0.75,0,1,1133.59,791.8399999999999,0,0,23,2,1,2,2,5,5,3,5,3,5,3,4,1,Graduado,0
Contado,No,Sí,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso por traslado externo,Provincia,Residencia,No,No,M,Sí,Soltero,Técnica,Secundaria,Comerciantes / vendedores,Desempleado / sin ocupación,14.59,84.6,73.0,0.6666666666666666,0.8571428571428571,0.5714285714285714,1,2,2150.31,1471.8899999999999,0,0,21,4,1,2,5,3,1,5,3,5,3,2,4,1,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,No,Soltero,Técnica,Secundaria,Agricultores / ganaderos / pescadores,Comerciantes / vendedores,13.94,91.4,77.6,0.75,1.0,0.75,0,1,83.5,-622.86,1,1,18,5,1,1,5,3,5,1,1,3,4,5,1,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,Sí,M,Sí,Soltero,Educación Superior,Técnica,Empleados administrativos / de oficina,Comerciantes / vendedores,7.89,81.5,88.5,0.5,0.8,0.4,1,2,1445.21,1092.45,0,0,18,2,3,5,5,5,5,2,2,3,4,1,2,3,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Segunda Opción,Ingreso por traslado interno,Lima,Familiares,No,No,H,Sí,Soltero,Primaria,Técnica,Ama de casa / labores del hogar,Desempleado / sin ocupación,13.84,91.1,94.4,0.7142857142857143,0.875,0.625,1,2,767.81,427.8399999999999,0,0,17,1,4,1,4,2,5,4,3,2,1,2,3,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso directo,Provincia,Familiares,No,No,M,Sí,Soltero,Técnica,Secundaria,Servicios personales y domésticos,Otros / no especificado,15.87,82.0,88.0,0.8333333333333334,1.0,0.8333333333333334,0,1,358.53,-383.48,0,0,27,2,2,3,2,2,3,2,3,2,4,2,1,1,Graduado,0
Armadas,Sí,Sí,No Trabaja,Teología,Tercera Opción,Ingreso por reingreso,Provincia,Familiares,No,No,M,Sí,Soltero,Técnica,Secundaria,Profesionales y técnicos,Comerciantes / vendedores,17.83,71.6,94.1,0.8333333333333334,0.8571428571428571,0.7142857142857143,1,1,273.52,-323.4200000000001,0,0,20,1,1,4,1,2,1,2,1,3,3,4,1,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,H,No,Soltero,Educación Superior,Secundaria,Agricultores / ganaderos / pescadores,Obreros / trabajadores manuales,9.5,94.5,81.2,0.5,1.0,0.5,0,2,1080.71,348.6700000000001,0,0,21,2,4,1,1,5,3,3,1,5,4,1,2,1,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Ingreso por convenio o beca especial,Extranjero,Residencia,No,No,M,Sí,Soltero,Secundaria,Sin estudios,Obreros / trabajadores manuales,Empleados administrativos / de oficina,10.14,100.0,75.4,0.5,1.0,0.5,0,4,1329.38,806.6700000000001,0,0,20,1,1,4,1,3,1,4,3,1,5,5,1,1,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso por reingreso,Lima,Familiares,No,No,M,Sí,Soltero,Técnica,Educación Superior,Otros / no especificado,Profesionales y técnicos,11.23,94.4,91.6,0.5,1.0,0.5,0,3,596.89,-375.23,0,0,22,4,4,4,2,4,1,2,1,4,2,1,1,1,Graduado,0
Armadas,Sí,No,Tiempo completo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Residencia,No,No,M,Sí,Soltero,Primaria,Educación Superior,Ama de casa / labores del hogar,Obreros / trabajadores manuales,6.82,87.2,73.8,0.4,1.0,0.4,0,3,1091.89,131.07000000000005,8,2,19,4,4,2,1,4,3,3,3,1,5,2,2,4,Desertó,1
Armadas,Sí,No,Medio Tiempo,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,No,Soltero,Técnica,Sin estudios,Otros / no especificado,Comerciantes / vendedores,14.14,67.4,69.9,0.8,0.8333333333333334,0.6666666666666666,1,1,167.29,-567.32,4,1,19,1,4,5,4,5,2,1,1,4,4,5,5,1,Desertó,1
Contado,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Segunda Opción,Ingreso directo,Extranjero,Residencia,No,No,H,Sí,Soltero,Técnica,Técnica,Obreros / trabajadores manuales,Obreros / trabajadores manuales,13.81,80.3,63.7,0.7142857142857143,0.875,0.625,1,2,1737.38,1523.98,8,2,18,4,4,5,4,5,1,5,2,1,2,5,3,5,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Educación Superior,Educación Superior,Agricultores / ganaderos / pescadores,Servicios personales y domésticos,16.59,87.6,82.3,0.75,1.0,0.75,0,1,621.62,174.57,0,0,22,5,3,4,2,3,4,1,1,4,4,2,4,1,Graduado,0
Contado,No,Sí,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Primaria,Servicios personales y domésticos,Profesionales y técnicos,15.32,72.0,88.8,0.75,0.8,0.6,1,1,246.57,-1940.0800000000002,0,0,26,4,5,3,3,1,5,1,4,1,5,2,1,3,Graduado,0
Armadas,Sí,No,Medio Tiempo,Ciencias Empresariales,Primera Opción,Ingreso por traslado interno,Lima,Alquila cuarto,No,No,H,Sí,Soltero,Técnica,Educación Superior,Empleados administrativos / de oficina,Obreros / trabajadores manuales,8.15,76.0,92.1,0.4,1.0,0.4,0,3,348.77,-268.39,5,1,23,1,5,1,5,3,4,5,4,2,5,2,4,2,Desertó,1
Contado,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Ingreso directo,Lima,Residencia,No,Sí,H,No,Soltero,Secundaria,Educación Superior,Profesionales y técnicos,Agricultores / ganaderos / pescadores,9.54,79.2,67.2,0.3333333333333333,0.75,0.25,1,2,1245.43,498.73,0,0,19,1,1,5,1,5,3,1,3,2,5,4,2,1,Graduado,0
Contado,Sí,No,Medio Tiempo,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,Sí,Soltero,Primaria,Secundaria,Servicios personales y domésticos,Comerciantes / vendedores,10.9,79.5,81.4,0.5,1.0,0.5,0,3,547.93,-233.5,2,1,21,5,2,2,5,2,5,5,4,4,3,3,1,4,Graduado,0
Armadas,Sí,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Primaria,Primaria,Obreros / trabajadores manuales,Comerciantes / vendedores,12.17,92.7,77.9,0.5714285714285714,1.0,0.5714285714285714,0,3,618.78,459.64,0,0,23,4,5,2,4,4,1,3,3,3,3,3,1,2,Graduado,0
Armadas,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Secundaria,Secundaria,Obreros / trabajadores manuales,Agricultores / ganaderos / pescadores,15.93,79.3,83.7,0.8333333333333334,0.8571428571428571,0.7142857142857143,1,1,404.31,281.86,10,2,26,5,5,2,2,5,1,4,5,2,1,5,2,5,Graduado,0
Contado,Sí,No,Tiempo completo,Ingeniería y Arquitectura,Primera Opción,Ingreso por traslado interno,Lima,Alquila cuarto,No,No,H,No,Soltero,Educación Superior,Secundaria,Comerciantes / vendedores,Obreros / trabajadores manuales,9.78,70.3,63.9,0.6666666666666666,0.75,0.5,1,1,569.24,333.95000000000005,6,2,25,3,3,1,4,1,1,4,2,4,5,1,2,1,Desertó,1
Armadas,Sí,No,Medio Tiempo,Ingeniería y Arquitectura,Primera Opción,Ingreso directo,Provincia,Familiares,No,No,M,Sí,Soltero,Secundaria,Secundaria,Comerciantes / vendedores,Obreros / trabajadores manuales,8.85,81.2,91.7,0.4,1.0,0.4,0,3,1008.31,410.38,3,1,19,5,3,1,5,5,3,1,3,4,5,5,5,5,Desertó,1
Armadas,No,Sí,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,No,Soltero,Técnica,Técnica,Obreros / trabajadores manuales,Profesionales y técnicos,12.0,93.6,74.0,0.5714285714285714,0.875,0.5,1,3,136.07,35.94999999999999,0,0,24,5,2,3,2,4,1,3,2,5,4,2,3,2,Graduado,0
Contado,No,No,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Ingreso directo,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Técnica,Secundaria,Profesionales y técnicos,Empleados administrativos / de oficina,13.18,97.3,81.5,0.6,1.0,0.6,0,2,1909.27,1705.82,0,0,23,1,3,3,5,5,5,5,4,3,1,3,1,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Empresariales,Segunda Opción,Examen de admisión ordinario,Lima,Alquila cuarto,No,No,M,Sí,Soltero,Secundaria,Primaria,Comerciantes / vendedores,Empleados administrativos / de oficina,17.44,80.9,94.4,0.875,1.0,0.875,0,1,197.6,-144.23999999999998,0,0,26,5,2,4,4,3,1,1,1,2,3,4,1,5,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,M,Sí,Soltero,Secundaria,Primaria,Comerciantes / vendedores,Otros / no especificado,14.66,84.5,64.0,0.75,1.0,0.75,0,2,545.55,-184.43000000000006,0,0,23,2,2,1,5,5,1,1,2,1,5,4,4,1,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias Humanas y Educación,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,No,Soltero,Secundaria,Técnica,Servicios personales y domésticos,Empleados administrativos / de oficina,13.82,79.7,73.6,0.75,0.8,0.6,1,1,76.64,-350.6,0,0,21,5,3,5,4,4,5,3,3,1,4,3,2,5,Graduado,0
Armadas,Sí,Sí,Medio Tiempo,Ingeniería y Arquitectura,Segunda Opción,Ingreso directo,Provincia,Alquila cuarto,No,No,H,Sí,Soltero,Educación Superior,Técnica,Obreros / trabajadores manuales,Otros / no especificado,13.59,82.3,72.6,0.75,1.0,0.75,0,2,1071.91,408.0400000000001,2,1,21,5,2,4,5,5,4,1,2,5,5,2,1,2,Graduado,0
Armadas,Sí,No,No Trabaja,Ciencias de la Salud,Primera Opción,Examen de admisión ordinario,Provincia,Familiares,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Profesionales y técnicos,Profesionales y técnicos,11.09,78.4,93.2,0.5714285714285714,1.0,0.5714285714285714,0,3,363.51,234.89,0,0,24,3,5,5,5,3,3,3,4,5,5,4,2,4,Graduado,0
Contado,Sí,Sí,No Trabaja,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,No,Soltero,Sin estudios,Educación Superior,Servicios personales y domésticos,Profesionales y técnicos,13.88,78.2,69.6,0.75,1.0,0.75,0,2,269.02,-113.0,0,0,22,1,3,1,2,1,4,1,3,5,4,2,1,1,Graduado,0
Contado,Sí,No,No Trabaja,Ciencias Empresariales,Primera Opción,Ingreso directo,Provincia,Residencia,No,No,H,Sí,Soltero,Secundaria,Secundaria,Empleados administrativos / de oficina,Obreros / trabajadores manuales,12.07,89.4,81.9,0.6666666666666666,0.75,0.5,1,1,1226.02,932.53,0,0,24,2,2,1,5,1,4,1,1,1,1,2,5,1,Graduado,0
Otros,Sí,No,Tiempo completo,Ciencias Empresariales,Primera Opción,Examen de admisión ordinario,Provincia,Alquila cuarto,No,No,M,No,Soltero,Técnica,Secundaria,Comerciantes / vendedores,Comerciantes / vendedores,11.72,77.9,88.6,0.5,0.8,0.4,1,2,780.39,699.77,8,2,23,5,4,3,5,4,1,3,1,3,5,5,3,1,Graduado,0
Armadas,Sí,Sí,No Trabaja,Ingeniería y Arquitectura,Segunda Opción,Examen de admisión ordinario,Lima,Familiares,No,No,H,Sí,Soltero,Secundaria,Educación Superior,Obreros / trabajadores manuales,Profesionales y técnicos,12.78,73.4,86.4,0.625,1.0,0.625,0,3,696.93,125.25999999999999,0,0,17,3,1,5,5,1,2,1,1,1,5,1,4,1,Desertó,1
